sampleID,plateID,Tube Row,Tube Column,extractionid,extractionconcentration,LibID,LIBplateID,Data_yield,Reseq,Type,Index_plate,Reason,Selected_for_reprep
ID1777,EXT00005,F,1,EXT-MX005-F1,19.38,LIB-MX005-F1,LIB0005 (Index A) run2,8.8,,sample,A,,#N/A
ID1298,EXT00005,F,2,EXT-MX005-F2,343.12,LIB-MX005-F2,LIB0005 (Index A) run2,6.2,,sample,A,,#N/A
NA,EXT00005,F,3,EXT-MX005-F3,0.02,LIB-MX005-F3,LIB0005 (Index A) run2,0.0,,control,A,,#N/A
ID1903,EXT00005,F,4,EXT-MX005-F4,50.2,LIB-MX005-F4,LIB0005 (Index A) run2,9.0,,sample,A,,#N/A
ID1501,EXT00005,F,5,EXT-MX005-F5,15.32,LIB-MX005-F5,LIB0005 (Index A) run2,6.3,,sample,A,,#N/A
ID1826,EXT00005,F,6,EXT-MX005-F6,83.02,LIB-MX005-F6,LIB0005 (Index A) run2,5.6,,sample,A,,#N/A
ID1698,EXT00005,F,7,EXT-MX005-F7,196.68,LIB-MX005-F7,LIB0005 (Index A) run2,5.7,,sample,A,,#N/A
ID1640,EXT00005,F,8,EXT-MX005-F8,26.12,LIB-MX005-F8,LIB0005 (Index A) run2,4.4,,sample,A,,#N/A
ID1303,EXT00005,F,9,EXT-MX005-F9,38.56,LIB-MX005-F9,LIB0005 (Index A) run2,4.2,,sample,A,,#N/A
NA,EXT00005,F,10,EXT-MX005-F10,0.01,LIB-MX005-F10,LIB0005 (Index A) run2,0.0,,control,A,,#N/A
ID3058,EXT00005,F,11,EXT-MX005-F11,49.13,LIB-MX005-F11,LIB0005 (Index A) run2,6.2,,sample,A,,#N/A
ID3046,EXT00005,G,1,EXT-MX005-G1,72.08,LIB-MX005-G1,LIB0005 (Index A) run2,6.4,,sample,A,,#N/A
ID1836,EXT00005,G,2,EXT-MX005-G2,73.85,LIB-MX005-G2,LIB0005 (Index A) run2,7.3,,sample,A,,#N/A
ID1783,EXT00005,G,3,EXT-MX005-G3,342,LIB-MX005-G3,LIB0005 (Index A) run2,6.8,,sample,A,,#N/A
ID1694,EXT00005,G,4,EXT-MX005-G4,49.41,LIB-MX005-G4,LIB0005 (Index A) run2,0.1,x,sample,A,lowyield,selected
ID1148,EXT00005,G,5,EXT-MX005-G5,12.49,LIB-MX005-G5,LIB0005 (Index A) run2,5.9,,sample,A,,#N/A
ID1093,EXT00005,G,6,EXT-MX005-G6,64.71,LIB-MX005-G6,LIB0005 (Index A) run2,7.1,,sample,A,,#N/A
ID1119,EXT00005,G,7,EXT-MX005-G7,119.44,LIB-MX005-G7,LIB0005 (Index A) run2,4.1,,sample,A,,#N/A
ID1251,EXT00005,G,8,EXT-MX005-G8,34.9,LIB-MX005-G8,LIB0005 (Index A) run2,4.6,,sample,A,,#N/A
ID3290,EXT00005,G,9,EXT-MX005-G9,57.71,LIB-MX005-G9,LIB0005 (Index A) run2,3.6,,sample,A,,#N/A
ID3161,EXT00005,G,10,EXT-MX005-G10,60.09,LIB-MX005-G10,LIB0005 (Index A) run2,6.1,,sample,A,,#N/A
ID1435,EXT00005,G,11,EXT-MX005-G11,540.05,LIB-MX005-G11,LIB0005 (Index A) run2,5.6,,sample,A,,#N/A
ID1968,EXT00005,H,1,EXT-MX005-H1,41.43,LIB-MX005-H1,LIB0005 (Index A) run2,8.1,,sample,A,,#N/A
ID1966,EXT00005,H,2,EXT-MX005-H2,732.71,LIB-MX005-H2,LIB0005 (Index A) run2,2.2,,sample,A,,#N/A
ID3006,EXT00005,H,3,EXT-MX005-H3,140.41,LIB-MX005-H3,LIB0005 (Index A) run2,7.3,,sample,A,,#N/A
ID1676,EXT00005,H,4,EXT-MX005-H4,25.53,LIB-MX005-H4,LIB0005 (Index A) run2,7.7,,sample,A,,#N/A
ID1118,EXT00005,H,5,EXT-MX005-H5,44.19,LIB-MX005-H5,LIB0005 (Index A) run2,6.4,,sample,A,,#N/A
ID1341,EXT00005,H,6,EXT-MX005-H6,50.55,LIB-MX005-H6,LIB0005 (Index A) run2,11.4,,sample,A,,#N/A
ID1047,EXT00005,H,7,EXT-MX005-H7,42.44,LIB-MX005-H7,LIB0005 (Index A) run2,4.3,,sample,A,,#N/A
ID1704,EXT00005,H,8,EXT-MX005-H8,68.14,LIB-MX005-H8,LIB0005 (Index A) run2,5.1,,sample,A,,#N/A
ID1765,EXT00005,H,9,EXT-MX005-H9,48.75,LIB-MX005-H9,LIB0005 (Index A) run2,7.3,,sample,A,,#N/A
ID1021,EXT00005,H,10,EXT-MX005-H10,63.14,LIB-MX005-H10,LIB0005 (Index A) run2,5.1,,sample,A,,#N/A
ID1387,EXT00005,H,11,EXT-MX005-H11,60.69,LIB-MX005-H11,LIB0005 (Index A) run2,8.0,,sample,A,,#N/A
ID1230,EXT00006,A,1,EXT-MX006-A1,732.96,LIB-MX006-A1,LIB0006 (Index B),4.4,,sample,B,,#N/A
ID1082,EXT00006,A,2,EXT-MX006-A2,59.21,LIB-MX006-A2,LIB0006 (Index B),6.2,,sample,B,,#N/A
ID1242,EXT00006,A,3,EXT-MX006-A3,1079.85,LIB-MX006-A3,LIB0006 (Index B),6.4,,sample,B,,#N/A
ID3151,EXT00006,A,4,EXT-MX006-A4,66.37,LIB-MX006-A4,LIB0006 (Index B),5.8,,sample,B,,#N/A
ID1518,EXT00006,A,5,EXT-MX006-A5,3385.75,LIB-MX006-A5,LIB0006 (Index B),3.7,,sample,B,,#N/A
ID1535,EXT00006,A,6,EXT-MX006-A6,26.78,LIB-MX006-A6,LIB0006 (Index B),5.9,,sample,B,,#N/A
ID1011,EXT00006,A,7,EXT-MX006-A7,2362.04,LIB-MX006-A7,LIB0006 (Index B),5.9,,sample,B,,#N/A
ID1897,EXT00006,A,8,EXT-MX006-A8,2891.54,LIB-MX006-A8,LIB0006 (Index B),6.3,,sample,B,,#N/A
ID1459,EXT00006,A,9,EXT-MX006-A9,17.09,LIB-MX006-A9,LIB0006 (Index B),5.3,,sample,B,,#N/A
ID1109,EXT00006,A,10,EXT-MX006-A10,5.51,LIB-MX006-A10,LIB0006 (Index B),6.1,,sample,B,,#N/A
ID1596,EXT00006,A,11,EXT-MX006-A11,175.2,LIB-MX006-A11,LIB0006 (Index B),6.8,,sample,B,,#N/A
ID1311,EXT00006,A,12,EXT-MX006-A12,72.94,LIB-MX006-A12,LIB0006 (Index B),7.3,,sample,B,,#N/A
ID1955,EXT00006,B,1,EXT-MX006-B1,26.26,LIB-MX006-B1,LIB0006 (Index B),7.7,,sample,B,,#N/A
ID3360,EXT00006,B,2,EXT-MX006-B2,34.9,LIB-MX006-B2,LIB0006 (Index B),3.1,,sample,B,,#N/A
ID3272,EXT00006,B,3,EXT-MX006-B3,23.51,LIB-MX006-B3,LIB0006 (Index B),9.7,,sample,B,,#N/A
ID1503,EXT00006,B,4,EXT-MX006-B4,41.03,LIB-MX006-B4,LIB0006 (Index B),6.6,,sample,B,,#N/A
ID1154,EXT00006,B,5,EXT-MX006-B5,70.15,LIB-MX006-B5,LIB0006 (Index B),8.6,,sample,B,,#N/A
ID1307,EXT00006,B,6,EXT-MX006-B6,353.92,LIB-MX006-B6,LIB0006 (Index B),5.7,,sample,B,,#N/A
ID3063,EXT00006,B,7,EXT-MX006-B7,1323.75,LIB-MX006-B7,LIB0006 (Index B),7.7,,sample,B,,#N/A
ID3027,EXT00006,B,8,EXT-MX006-B8,69.11,LIB-MX006-B8,LIB0006 (Index B),6.2,,sample,B,,#N/A
ID1573,EXT00006,B,9,EXT-MX006-B9,250.94,LIB-MX006-B9,LIB0006 (Index B),6.7,,sample,B,,#N/A
ID1206,EXT00006,B,10,EXT-MX006-B10,382.93,LIB-MX006-B10,LIB0006 (Index B),5.8,,sample,B,,#N/A
ID1308,EXT00006,B,11,EXT-MX006-B11,39.79,LIB-MX006-B11,LIB0006 (Index B),4.5,,sample,B,,#N/A
ID1086,EXT00006,B,12,EXT-MX006-B12,66.62,LIB-MX006-B12,LIB0006 (Index B),7.2,,sample,B,,#N/A
ID1778,EXT00006,C,1,EXT-MX006-C1,2970.91,LIB-MX006-C1,LIB0006 (Index B),2.3,,sample,B,,#N/A
ID1070,EXT00006,C,2,EXT-MX006-C2,1.15,LIB-MX006-C2,LIB0006 (Index B),2.0,,sample,B,,#N/A
NA,EXT00006,C,3,EXT-MX006-C3,0.02,LIB-MX006-C3,LIB0006 (Index B),0.0,,control,B,,#N/A
ID1688,EXT00006,C,4,EXT-MX006-C4,38.67,LIB-MX006-C4,LIB0006 (Index B),5.1,,sample,B,,#N/A
ID1073,EXT00006,C,5,EXT-MX006-C5,5131.75,LIB-MX006-C5,LIB0006 (Index B),7.5,,sample,B,,#N/A
ID1072,EXT00006,C,6,EXT-MX006-C6,8.7,LIB-MX006-C6,LIB0006 (Index B),7.1,,sample,B,,#N/A
ID1714,EXT00006,C,7,EXT-MX006-C7,20.6,LIB-MX006-C7,LIB0006 (Index B),6.8,,sample,B,,#N/A
ID1209,EXT00006,C,8,EXT-MX006-C8,765.74,LIB-MX006-C8,LIB0006 (Index B),4.2,,sample,B,,#N/A
ID3088,EXT00006,C,9,EXT-MX006-C9,72.33,LIB-MX006-C9,LIB0006 (Index B),4.8,,sample,B,,#N/A
NA,EXT00006,C,10,EXT-MX006-C10,0,LIB-MX006-C10,LIB0006 (Index B),0.7,,control,B,,#N/A
ID1061,EXT00006,C,11,EXT-MX006-C11,76.13,LIB-MX006-C11,LIB0006 (Index B),6.9,,sample,B,,#N/A
ID3132,EXT00006,C,12,EXT-MX006-C12,75.29,LIB-MX006-C12,LIB0006 (Index B),6.7,,sample,B,,#N/A
ID3301,EXT00006,D,1,EXT-MX006-D1,4169.83,LIB-MX006-D1,LIB0006 (Index B),1.0,,sample,B,,#N/A
ID1198,EXT00006,D,2,EXT-MX006-D2,2327.37,LIB-MX006-D2,LIB0006 (Index B),1.6,,sample,B,,#N/A
ID1894,EXT00006,D,3,EXT-MX006-D3,23.52,LIB-MX006-D3,LIB0006 (Index B),5.0,,sample,B,,#N/A
ID1344,EXT00006,D,4,EXT-MX006-D4,2951.82,LIB-MX006-D4,LIB0006 (Index B),5.0,,sample,B,,#N/A
ID3386,EXT00006,D,5,EXT-MX006-D5,3538.47,LIB-MX006-D5,LIB0006 (Index B),3.8,,sample,B,,#N/A
ID3143,EXT00006,D,6,EXT-MX006-D6,242.52,LIB-MX006-D6,LIB0006 (Index B),4.9,,sample,B,,#N/A
ID1727,EXT00006,D,7,EXT-MX006-D7,2541.38,LIB-MX006-D7,LIB0006 (Index B),1.9,,sample,B,,#N/A
ID1060,EXT00006,D,8,EXT-MX006-D8,2.66,LIB-MX006-D8,LIB0006 (Index B),4.1,,sample,B,,#N/A
ID1196,EXT00006,D,9,EXT-MX006-D9,194.29,LIB-MX006-D9,LIB0006 (Index B),3.9,,sample,B,,#N/A
ID3398,EXT00006,D,10,EXT-MX006-D10,75.63,LIB-MX006-D10,LIB0006 (Index B),4.5,,sample,B,,#N/A
ID3278,EXT00006,D,11,EXT-MX006-D11,370.63,LIB-MX006-D11,LIB0006 (Index B),3.5,,sample,B,,#N/A
NA,EXT00006,D,12,EXT-MX006-D12,8.45,LIB-MX006-D12,LIB0006 (Index B),4.8,,control,B,,#N/A
ID1627,EXT00006,E,1,EXT-MX006-E1,39.48,LIB-MX006-E1,LIB0006 (Index B),8.4,,sample,B,,#N/A
ID1449,EXT00006,E,2,EXT-MX006-E2,22.63,LIB-MX006-E2,LIB0006 (Index B),5.2,,sample,B,,#N/A
ID1071,EXT00006,E,3,EXT-MX006-E3,3763.16,LIB-MX006-E3,LIB0006 (Index B),1.0,,sample,B,,#N/A
ID1233,EXT00006,E,4,EXT-MX006-E4,1550.7,LIB-MX006-E4,LIB0006 (Index B),5.9,,sample,B,,#N/A
ID1605,EXT00006,E,5,EXT-MX006-E5,523.1,LIB-MX006-E5,LIB0006 (Index B),3.7,,sample,B,,#N/A
ID1205,EXT00006,E,6,EXT-MX006-E6,30.5,LIB-MX006-E6,LIB0006 (Index B),4.7,,sample,B,,#N/A
ID3384,EXT00006,E,7,EXT-MX006-E7,51.6,LIB-MX006-E7,LIB0006 (Index B),7.1,,sample,B,,#N/A
ID3159,EXT00006,E,8,EXT-MX006-E8,755.44,LIB-MX006-E8,LIB0006 (Index B),2.8,,sample,B,,#N/A
ID3177,EXT00006,E,9,EXT-MX006-E9,308.83,LIB-MX006-E9,LIB0006 (Index B),0.0,x,sample,B,lowyield,selected
ID3353,EXT00006,E,10,EXT-MX006-E10,746.28,LIB-MX006-E10,LIB0006 (Index B),3.6,,sample,B,,#N/A
ID1618,EXT00006,E,11,EXT-MX006-E11,740.25,LIB-MX006-E11,LIB0006 (Index B),4.5,,sample,B,,#N/A
ID1337,EXT00006,F,1,EXT-MX006-F1,1369.09,LIB-MX006-F1,LIB0006 (Index B),5.8,,sample,B,,#N/A
ID3019,EXT00006,F,2,EXT-MX006-F2,40.74,LIB-MX006-F2,LIB0006 (Index B),6.9,,sample,B,,#N/A
NA,EXT00006,F,3,EXT-MX006-F3,0.01,LIB-MX006-F3,LIB0006 (Index B),0.0,,control,B,,#N/A
ID1543,EXT00006,F,4,EXT-MX006-F4,69.86,LIB-MX006-F4,LIB0006 (Index B),4.4,,sample,B,,#N/A
ID1241,EXT00006,F,5,EXT-MX006-F5,276.43,LIB-MX006-F5,LIB0006 (Index B),5.8,,sample,B,,#N/A
ID1626,EXT00006,F,6,EXT-MX006-F6,38.77,LIB-MX006-F6,LIB0006 (Index B),3.5,,sample,B,,#N/A
ID1806,EXT00006,F,7,EXT-MX006-F7,230.72,LIB-MX006-F7,LIB0006 (Index B),5.4,,sample,B,,#N/A
ID1090,EXT00006,F,8,EXT-MX006-F8,65.06,LIB-MX006-F8,LIB0006 (Index B),3.5,,sample,B,,#N/A
ID3075,EXT00006,F,9,EXT-MX006-F9,295.4,LIB-MX006-F9,LIB0006 (Index B),0.0,x,sample,B,lowyield,selected
NA,EXT00006,F,10,EXT-MX006-F10,0.01,LIB-MX006-F10,LIB0006 (Index B),0.0,,control,B,,#N/A
ID1607,EXT00006,F,11,EXT-MX006-F11,153.1,LIB-MX006-F11,LIB0006 (Index B),3.9,,sample,B,,#N/A
ID1444,EXT00006,G,1,EXT-MX006-G1,24.1,LIB-MX006-G1,LIB0006 (Index B),5.8,,sample,B,,#N/A
ID1487,EXT00006,G,2,EXT-MX006-G2,48.47,LIB-MX006-G2,LIB0006 (Index B),4.2,,sample,B,,#N/A
ID3146,EXT00006,G,3,EXT-MX006-G3,77.62,LIB-MX006-G3,LIB0006 (Index B),6.1,,sample,B,,#N/A
ID1758,EXT00006,G,4,EXT-MX006-G4,37.84,LIB-MX006-G4,LIB0006 (Index B),0.0,x,sample,B,lowyield,selected
ID3155,EXT00006,G,5,EXT-MX006-G5,60.77,LIB-MX006-G5,LIB0006 (Index B),7.7,,sample,B,,#N/A
ID1330,EXT00006,G,6,EXT-MX006-G6,2175.28,LIB-MX006-G6,LIB0006 (Index B),2.9,,sample,B,,#N/A
ID1112,EXT00006,G,7,EXT-MX006-G7,4.98,LIB-MX006-G7,LIB0006 (Index B),1.5,,sample,B,,#N/A
ID3140,EXT00006,G,8,EXT-MX006-G8,12.59,LIB-MX006-G8,LIB0006 (Index B),2.2,,sample,B,,#N/A
ID3005,EXT00006,G,9,EXT-MX006-G9,388.84,LIB-MX006-G9,LIB0006 (Index B),0.1,x,sample,B,lowyield,selected
ID1056,EXT00006,G,10,EXT-MX006-G10,143.8,LIB-MX006-G10,LIB0006 (Index B),3.6,,sample,B,,#N/A
ID3349,EXT00006,G,11,EXT-MX006-G11,59.57,LIB-MX006-G11,LIB0006 (Index B),3.6,,sample,B,,#N/A
ID1952,EXT00006,H,1,EXT-MX006-H1,71.52,LIB-MX006-H1,LIB0006 (Index B),5.4,,sample,B,,#N/A
ID3052,EXT00006,H,2,EXT-MX006-H2,51.69,LIB-MX006-H2,LIB0006 (Index B),5.9,,sample,B,,#N/A
ID1960,EXT00006,H,3,EXT-MX006-H3,3.72,LIB-MX006-H3,LIB0006 (Index B),3.6,,sample,B,,#N/A
ID1052,EXT00006,H,4,EXT-MX006-H4,5245.28,LIB-MX006-H4,LIB0006 (Index B),2.3,,sample,B,,#N/A
ID3387,EXT00006,H,5,EXT-MX006-H5,1052.85,LIB-MX006-H5,LIB0006 (Index B),4.9,,sample,B,,#N/A
ID3158,EXT00006,H,6,EXT-MX006-H6,3467.38,LIB-MX006-H6,LIB0006 (Index B),2.5,,sample,B,,#N/A
ID3383,EXT00006,H,7,EXT-MX006-H7,68.33,LIB-MX006-H7,LIB0006 (Index B),6.8,,sample,B,,#N/A
ID3297,EXT00006,H,8,EXT-MX006-H8,49.94,LIB-MX006-H8,LIB0006 (Index B),5.0,,sample,B,,#N/A
ID1984,EXT00006,H,9,EXT-MX006-H9,746.53,LIB-MX006-H9,LIB0006 (Index B),0.0,x,sample,B,lowyield,selected
ID1703,EXT00006,H,10,EXT-MX006-H10,70.72,LIB-MX006-H10,LIB0006 (Index B),8.0,,sample,B,,#N/A
ID1050,EXT00006,H,11,EXT-MX006-H11,201,LIB-MX006-H11,LIB0006 (Index B),4.5,,sample,B,,#N/A
ID3317,EXT00007,A,1,EXT-MX007-A1,75.33,LIB-MX007-A1,LIB0007 (Index C),10.5,,sample,C,,#N/A
ID1215,EXT00007,A,2,EXT-MX007-A2,35.01,LIB-MX007-A2,LIB0007 (Index C),6.7,,sample,C,,#N/A
ID1422,EXT00007,A,3,EXT-MX007-A3,37.38,LIB-MX007-A3,LIB0007 (Index C),9.7,,sample,C,,#N/A
ID1257,EXT00007,A,4,EXT-MX007-A4,12.49,LIB-MX007-A4,LIB0007 (Index C),8.7,,sample,C,,#N/A
ID1097,EXT00007,A,5,EXT-MX007-A5,55.04,LIB-MX007-A5,LIB0007 (Index C),8.2,,sample,C,,#N/A
ID1751,EXT00007,A,6,EXT-MX007-A6,58.08,LIB-MX007-A6,LIB0007 (Index C),0.0,x,sample,C,lowyield,selected
ID1231,EXT00007,A,7,EXT-MX007-A7,1.3,LIB-MX007-A7,LIB0007 (Index C),2.3,,sample,C,,#N/A
ID3106,EXT00007,A,8,EXT-MX007-A8,41.01,LIB-MX007-A8,LIB0007 (Index C),22.4,,sample,C,,#N/A
ID3248,EXT00007,A,9,EXT-MX007-A9,27.47,LIB-MX007-A9,LIB0007 (Index C),18.9,,sample,C,,#N/A
ID1003,EXT00007,A,10,EXT-MX007-A10,36.21,LIB-MX007-A10,LIB0007 (Index C),7.1,,sample,C,,#N/A
ID1592,EXT00007,A,11,EXT-MX007-A11,47.56,LIB-MX007-A11,LIB0007 (Index C),6.6,,sample,C,,#N/A
ID1895,EXT00007,A,12,EXT-MX007-A12,58.47,LIB-MX007-A12,LIB0007 (Index C),3.7,,sample,C,,#N/A
ID3341,EXT00007,B,1,EXT-MX007-B1,62.87,LIB-MX007-B1,LIB0007 (Index C),10.9,,sample,C,,#N/A
ID1068,EXT00007,B,2,EXT-MX007-B2,71.43,LIB-MX007-B2,LIB0007 (Index C),6.5,,sample,C,,#N/A
ID3204,EXT00007,B,3,EXT-MX007-B3,53.76,LIB-MX007-B3,LIB0007 (Index C),9.1,,sample,C,,#N/A
ID1913,EXT00007,B,4,EXT-MX007-B4,60.05,LIB-MX007-B4,LIB0007 (Index C),6.9,,sample,C,,#N/A
ID1158,EXT00007,B,5,EXT-MX007-B5,77.92,LIB-MX007-B5,LIB0007 (Index C),5.5,,sample,C,,#N/A
ID3195,EXT00007,B,6,EXT-MX007-B6,79.68,LIB-MX007-B6,LIB0007 (Index C),7.7,,sample,C,,#N/A
ID3351,EXT00007,B,7,EXT-MX007-B7,3.25,LIB-MX007-B7,LIB0007 (Index C),6.2,,sample,C,,#N/A
ID1380,EXT00007,B,8,EXT-MX007-B8,61.51,LIB-MX007-B8,LIB0007 (Index C),0.0,x,sample,C,lowyield,selected
ID3061,EXT00007,B,9,EXT-MX007-B9,34.8,LIB-MX007-B9,LIB0007 (Index C),15.3,,sample,C,,#N/A
ID1028,EXT00007,B,10,EXT-MX007-B10,28.86,LIB-MX007-B10,LIB0007 (Index C),0.0,x,sample,C,lowyield,selected
ID1772,EXT00007,B,11,EXT-MX007-B11,63.96,LIB-MX007-B11,LIB0007 (Index C),12.1,,sample,C,,#N/A
ID3101,EXT00007,B,12,EXT-MX007-B12,23.77,LIB-MX007-B12,LIB0007 (Index C),0.5,x,sample,C,lowyield,selected
ID1642,EXT00007,C,1,EXT-MX007-C1,76.17,LIB-MX007-C1,LIB0007 (Index C),9.9,,sample,C,,#N/A
ID1852,EXT00007,C,2,EXT-MX007-C2,66.56,LIB-MX007-C2,LIB0007 (Index C),6.2,,sample,C,,#N/A
NA,EXT00007,C,3,EXT-MX007-C3,0,LIB-MX007-C3,LIB0007 (Index C),0.0,,control,C,,#N/A
ID3190,EXT00007,C,4,EXT-MX007-C4,23.31,LIB-MX007-C4,LIB0007 (Index C),7.4,,sample,C,,#N/A
ID3186,EXT00007,C,5,EXT-MX007-C5,64.19,LIB-MX007-C5,LIB0007 (Index C),3.4,,sample,C,,#N/A
ID3316,EXT00007,C,6,EXT-MX007-C6,84.11,LIB-MX007-C6,LIB0007 (Index C),7.2,,sample,C,,#N/A
ID1304,EXT00007,C,7,EXT-MX007-C7,49.76,LIB-MX007-C7,LIB0007 (Index C),6.6,,sample,C,,#N/A
ID1485,EXT00007,C,8,EXT-MX007-C8,75.46,LIB-MX007-C8,LIB0007 (Index C),0.0,x,sample,C,lowyield,selected
ID3298,EXT00007,C,9,EXT-MX007-C9,21.38,LIB-MX007-C9,LIB0007 (Index C),6.9,,sample,C,,#N/A
NA,EXT00007,C,10,EXT-MX007-C10,0,LIB-MX007-C10,LIB0007 (Index C),0.0,,control,C,,#N/A
ID1335,EXT00007,C,11,EXT-MX007-C11,43.69,LIB-MX007-C11,LIB0007 (Index C),5.6,,sample,C,,#N/A
ID1683,EXT00007,C,12,EXT-MX007-C12,59.63,LIB-MX007-C12,LIB0007 (Index C),1.9,,sample,C,,#N/A
ID3277,EXT00007,D,1,EXT-MX007-D1,78.91,LIB-MX007-D1,LIB0007 (Index C),9.9,,sample,C,,#N/A
ID1687,EXT00007,D,2,EXT-MX007-D2,71.54,LIB-MX007-D2,LIB0007 (Index C),6.1,,sample,C,,#N/A
ID3139,EXT00007,D,3,EXT-MX007-D3,35.98,LIB-MX007-D3,LIB0007 (Index C),6.8,,sample,C,,#N/A
ID3299,EXT00007,D,4,EXT-MX007-D4,80.28,LIB-MX007-D4,LIB0007 (Index C),5.5,,sample,C,,#N/A
ID1408,EXT00007,D,5,EXT-MX007-D5,8.93,LIB-MX007-D5,LIB0007 (Index C),5.9,,sample,C,,#N/A
ID3385,EXT00007,D,6,EXT-MX007-D6,27.4,LIB-MX007-D6,LIB0007 (Index C),4.6,,sample,C,,#N/A
ID3114,EXT00007,D,7,EXT-MX007-D7,50.74,LIB-MX007-D7,LIB0007 (Index C),8.0,,sample,C,,#N/A
ID3174,EXT00007,D,8,EXT-MX007-D8,54.76,LIB-MX007-D8,LIB0007 (Index C),2.3,,sample,C,,#N/A
ID1555,EXT00007,D,9,EXT-MX007-D9,5185.12,LIB-MX007-D9,LIB0007 (Index C),1.3,,sample,C,,#N/A
ID1375,EXT00007,D,10,EXT-MX007-D10,40.76,LIB-MX007-D10,LIB0007 (Index C),1.7,,sample,C,,#N/A
ID1478,EXT00007,D,11,EXT-MX007-D11,41.92,LIB-MX007-D11,LIB0007 (Index C),0.1,x,sample,C,lowyield,selected
NA,EXT00007,D,12,EXT-MX007-D12,13.38,LIB-MX007-D12,LIB0007 (Index C),3.2,,control,C,,#N/A
ID3147,EXT00007,E,1,EXT-MX007-E1,76.02,LIB-MX007-E1,LIB0007 (Index C),6.4,,sample,C,,#N/A
ID3131,EXT00007,E,2,EXT-MX007-E2,82.92,LIB-MX007-E2,LIB0007 (Index C),4.3,,sample,C,,#N/A
ID3389,EXT00007,E,3,EXT-MX007-E3,13.28,LIB-MX007-E3,LIB0007 (Index C),6.7,,sample,C,,#N/A
ID1479,EXT00007,E,4,EXT-MX007-E4,72.08,LIB-MX007-E4,LIB0007 (Index C),14.2,,sample,C,,#N/A
ID1610,EXT00007,E,5,EXT-MX007-E5,30.57,LIB-MX007-E5,LIB0007 (Index C),2.1,,sample,C,,#N/A
ID1922,EXT00007,E,6,EXT-MX007-E6,66.2,LIB-MX007-E6,LIB0007 (Index C),3.7,,sample,C,,#N/A
ID1637,EXT00007,E,7,EXT-MX007-E7,73.15,LIB-MX007-E7,LIB0007 (Index C),3.2,,sample,C,,#N/A
ID1741,EXT00007,E,8,EXT-MX007-E8,72.98,LIB-MX007-E8,LIB0007 (Index C),1.9,,sample,C,,#N/A
ID3152,EXT00007,E,9,EXT-MX007-E9,20.2,LIB-MX007-E9,LIB0007 (Index C),2.1,,sample,C,,#N/A
ID3152,EXT00007,E,9,EXT-MX007-E9,20.2,LIB-MX007-E9,LIB0007 (Index C),2.1,,sample,C,,#N/A
ID1239,EXT00007,E,10,EXT-MX007-E10,11.68,LIB-MX007-E10,LIB0007 (Index C),0.5,x,sample,C,lowyield,selected
ID1379,EXT00007,E,11,EXT-MX007-E11,41.7,LIB-MX007-E11,LIB0007 (Index C),2.3,,sample,C,,#N/A
ID1305,EXT00007,F,1,EXT-MX007-F1,43.72,LIB-MX007-F1,LIB0007 (Index C),7.1,,sample,C,,#N/A
ID3255,EXT00007,F,2,EXT-MX007-F2,9.77,LIB-MX007-F2,LIB0007 (Index C),1.4,,sample,C,,#N/A
NA,EXT00007,F,3,EXT-MX007-F3,0,LIB-MX007-F3,LIB0007 (Index C),0.0,,control,C,,#N/A
ID1347,EXT00007,F,4,EXT-MX007-F4,79.57,LIB-MX007-F4,LIB0007 (Index C),0.0,x,sample,C,lowyield,selected
ID1639,EXT00007,F,5,EXT-MX007-F5,15.53,LIB-MX007-F5,LIB0007 (Index C),2.1,,sample,C,,#N/A
ID1406,EXT00007,F,6,EXT-MX007-F6,82.24,LIB-MX007-F6,LIB0007 (Index C),2.0,,sample,C,,#N/A
ID1763,EXT00007,F,7,EXT-MX007-F7,69.86,LIB-MX007-F7,LIB0007 (Index C),0.2,x,sample,C,lowyield,selected
ID1798,EXT00007,F,8,EXT-MX007-F8,52.61,LIB-MX007-F8,LIB0007 (Index C),1.3,,sample,C,,#N/A
ID1405,EXT00007,F,9,EXT-MX007-F9,56.79,LIB-MX007-F9,LIB0007 (Index C),2.5,,sample,C,,#N/A
NA,EXT00007,F,10,EXT-MX007-F10,0,LIB-MX007-F10,LIB0007 (Index C),0.0,,control,C,,#N/A
ID1211,EXT00007,F,11,EXT-MX007-F11,28.58,LIB-MX007-F11,LIB0007 (Index C),1.1,,sample,C,,#N/A
ID1188,EXT00007,G,1,EXT-MX007-G1,46.1,LIB-MX007-G1,LIB0007 (Index C),3.9,,sample,C,,#N/A
ID1528,EXT00007,G,2,EXT-MX007-G2,114.42,LIB-MX007-G2,LIB0007 (Index C),2.2,,sample,C,,#N/A
ID3125,EXT00007,G,3,EXT-MX007-G3,20.58,LIB-MX007-G3,LIB0007 (Index C),5.0,,sample,C,,#N/A
ID1367,EXT00007,G,4,EXT-MX007-G4,61.05,LIB-MX007-G4,LIB0007 (Index C),0.0,x,sample,C,lowyield,selected
ID3169,EXT00007,G,5,EXT-MX007-G5,71.01,LIB-MX007-G5,LIB0007 (Index C),2.3,,sample,C,,#N/A
ID3168,EXT00007,G,6,EXT-MX007-G6,72.28,LIB-MX007-G6,LIB0007 (Index C),1.9,,sample,C,,#N/A
